"company_address","company_finance","company_industry","company_name","company_size","company_type","department","name","pay","publish_time","report_to","required_major","requirement","responsibility","subordinates_num","url"
"湘江道与阿里山大街交口东行50米",,"机械制造/机电/重工","冀凯河北机电科技有限公司","1000-2000人","国内上市公司","财务部门","国外财务经理","10-14万","2017-03-05","无","不限","本科及以上","岗位职责：1、财务各岗位适时轮岗； 2、能够适应加班；薪资：基本工资（15000-20000元）+绩效奖金+年终奖任职要求：1、 财务、会计专业本科以上学历，持有会计证；2、 有相关财务的管理工作经验，并主持财务部全面工作；3、 熟悉会计法规和税法，熟练使用财务软件，参与制定与财务相关的公司制度及发展规划；4、 良好的学习能力、独立工作能力和财务分析能力；5、 工作细致，责任感强，良好的沟通能力、管理能力、团队精神。福利标准：1、接收应届生户口、档案；2、公司为员工缴纳五险一金；3、免费提供自助餐形式的早餐、午餐；4、免费班车接送，公司设有三条班车路线；5、每年定期体检，保证员工健康；6、每季度发放福利品，免费发放劳保用品；7、公司设有带薪年休假、事假、病假、婚假、丧假、产假等多种假期；8、公司为每位员工过生日时发放生日蛋糕。\r\n\t\t\t\t\t\t","0人","https://www.liepin.com/job/197660242.shtml"
"北京市海淀区中关村软件园2A楼2101",,"计算机软件","北京捷通华声科技股份有限公司","100-499人","私营·民营企业","其他","行政前台","5-7万","10小时前","无","不限","统招本科","""职位描述：1.公司电话转接和来访接待等相关工作，维护公司整体形象；2.公司全体员工的考勤登记、统计；3.日常办公用品的购买及领用管理；4.国内、外快递、信件及传真的收发；5.协助其他部门的日常性工作。任职资格：1.学历要求： -毕业于211或985院校、统招本科及以上学历。2.工作经验 -1年以上IT企业行政工作经验；3.能力要求： -工作踏实认真、条理清晰，具有较强的责任心和独立开展工作的能力； -良好的语言表达和沟通能力，熟练使用Word、Excel等办公软件； -能承受一定的工作压力，有良好的团队协作精神。4.素质要求： -品行端正、有亲和力，性格开朗，形象良好； -工作踏实，态度积极，能够承受工作压力； -责任心强，正直诚实，值得信赖。优先考虑： -有一定的市场工作经验； -熟悉财务、人事工作内容。""\r\n\t\t\t\t\t\t","0人","https://www.liepin.com/job/197533209.shtml"
"广州天河东圃大马路8号时代TIT广场A320、321、512室","B轮","电子商务","广州市拉拉米信息科技有限公司","100-499人","私营·民营企业","供应链中心","物流主管","7-10万","2017-03-18","无","不限","学历不限","岗位职责 ：1. 负责商品从采购到入保税仓流程的工作规划与进度把控；2.负责商品调拨工作管理；3.监管ERP系统商品出入记录，管控商品库存；4.负责统筹出仓审单异常、商品我调拨异常等情况处理；5.负责审单组和单证组的工作规划安排、培训和监管；6.协助部门经理做好部门各流程建设和管控工作，协调与各部门的沟通。任职要求：1.大专以上学历，3年以上相关物流管理经验；2.具有较强的数据分析能力；3.熟悉仓库操作流程，熟悉第三方物流公司操作流程的优先考虑；4.具有良好的沟通协调能力，项目管理经验，能有效带动下属积极开展工作；5.熟悉运输、仓储、清关等跨境物流业务优先考虑。\r\n\t\t\t\t\t\t","0人","https://www.liepin.com/job/196501833.shtml"
"北京市海淀区海淀北一街2号爱奇艺创新大厦","D轮","社交/社区/媒体","爱奇艺","2000-5000人","私营·民营企业","哥伦布事业部","光学研究员-VR","28-56万","19分钟前","无","不限","硕士及以上","岗位职责：1. 协助制定产品技术参数以不断改善VR用户体验，将产品技术参数转化为光学系统参数2. 以制定的系统参数出发，调研可实现的相关光学及辅助技术方案3. 光学系统的建模，设计和优化4. 光学系统原型的试验及测试5. 与内部和外部团队的协作沟通任职资格：1. 光学工程相关专业硕士以上学历，至少8年以上光学设计工作经验；有图形图像处理经验加分；2. 几何光学理论知识扎实；有透镜系统实际设计开发经验优先；有头戴式AR/VR产品开发经验者优先；3. 熟练掌握Zemax、CodeV、LightTools、Tracepro等光学仿真和设计软件；能够使用matlab或其他编程工具；4. 能够通过查阅国内外技术文献快速获取最新技术发展；\r\n\t\t\t\t\t\t","0人","https://www.liepin.com/job/197495013.shtml"
"白云大道南695-697号金钟大厦309A室",,"食品/饮料/烟酒/日化","广州蔻斯汀个人护理用品有限公司","100-499人","私营·民营企业","电子商务部","电子商务总监","18-30万","刚刚","总经理","不限","大专及以上","【岗位职责】：1、在公司经营战略指导下，根据公司及业务需求，制定电商网站总体定位，负责对公司整个电子商务平台的规划、搭建与运营；2、负责撰写市场分析、创意新的盈利模式，策划网站运营、业务拓展和产品销售的综合推广措施；3、根据公司网站的运营特色，设计各项运营指标，如流量指标、会员注册率指标、专题页面点击率指标、商品上架受欢迎度指标等，并制定达成方案逐步跟进；4、负责网站营销过程中与其他媒介的沟通，制定各种商务合作方案并监控实施，开拓网络营销资源和渠道，负责网站品牌、诚信推广与建设，以及网络危机公关；5、分析总结竞争对手、行业信息、公司产品信息等调研信息，确定调研结果，为公司的总体战略制定提供相关依据；6、负责电子商务团队打造和管理工作，提高部门工作效率，完成总经理下达的工作任务。 【任职资格】：1、大专及以上学历，电子商务、市场营销等专业优先；2、曾接受过电子商务、项目管理、搜索推广、互动营销等方面的培训；3、五年以上电子商务相关岗位工作经验，至少三年同等岗位工作经验，有化妆品行业经历优先考虑；4、性格外向、反应敏捷、表达能力强，具备强烈的工作责任心；5、具备较强的团队管理和士气打造能力。\r\n\t\t\t\t\t\t","30人","https://www.liepin.com/job/197513643.shtml"
"平安里西大街31号",,"航空/航天","航天科技财务有限责任公司",,"","客户服务部（信贷部）","客户经理","面议","昨天","部门总经理","财务、会计、金融、经济相关","硕士及以上","岗位职责：根据公司业务发展战略及相关流程制度，开展市场营销相关工作，巩固并扩大现有客户对信贷产品和服务的消费，拓展新的客户，引导和激发客户需求，以确保客户及产品开发、信贷、存款等指标的完成，为成员单位提供一揽子金融服务解决方案。同时，深度分析成员单位的融资需求，根据监管要求、客户资质、产业链特点等多方面因素，为成员单位提供财务顾问等增值服务，引导和激发成员单位对财务公司金融产品的需求。招聘条件：具备1-3年银行客户经理或财务融资经验，熟悉银行产品和相关政策法规、良好的沟通能力、业务展示和文字表述能力，身体素质较好、工作态度端正、责任心强，可适应经常出差或加班。\r\n\t\t\t\t\t\t","0人","https://www.liepin.com/job/194913538.shtml"
"中电大厦",,"房地产开发/建筑/建材/工程","京御房地产","2000-5000人","国内上市公司","华夏幸福-TOD轨交事业部","风控合规高经经理（成本方向及财务方向）","面议","昨天","风控合规总监","不限","统招本科","1、协助风控部门负责人推动TOD事业部内控体系建设与完善，对财务条线的制度流程提供专业评审意见；2、对TOD事业部包括税务筹划、费用管理在内的财务内控工作进行监督评价和风险合规检查，并起草风险报告；3、参与相关领域的业务审批流程会签，并出具书面意见。4、协助风控部门负责人推动TOD事业部内控体系建设与完善，对成本、招采专业条线的制度流程提供专业评审意见；5、对TOD事业部开发业务的成本控制、招标采购等领域内控工作进行监督评价和风险合规检查，并起草风险报告；6、参与相关领域的业务审批流程会签，并出具书面意见。\r\n\t\t\t\t\t\t","0人","https://www.liepin.com/job/197598896.shtml"
"西城区北京国宾酒店",,"互联网/移动互联网/电子商务","杭州翼心信息科技有限公司","1-49人","私营·民营企业","产品部","JAVA后端高级工程师","20-33万","昨天","无","不限","本科及以上","* 岗位职责：1、负责需求立项和功能开发，承担核心架构的代码编写，负责系统改造和升级； 2、功能研发和维护统一的软件开发架构； 3、指导初级研发工程师，负责其开发相关工作； 4、进行项目的分析、设计及开发工作，确保项目进度和质量。 * 任职资格：1、您应该是很靠谱，有自信，责任心强，充满好奇心，享受coding，学习能力强，有代码洁癖；2、技术全面，对技术有热情，在某个技术领域有自己的见解，关注技术发展方向有产品意识，能技术侧输出观点，关注产品效果。有技术中长期的规划能力3、JAVA基础扎实，精通io、多线程、集合、socket等基础框架，了解jvm；4、数据结构/算法基础扎实；5、熟练使用springmvc、spring、mybatis等常见框架，熟悉机制和原理；6、熟悉至少一种较为常见的主流数据库及SQL语言，做过SQL Tuning；7、熟悉前端技术html、css、js，至少灵活运用一种前端框架；8、熟悉Linux环境下开发部署，熟悉Shell编程；9、具有出色的抽象设计能力，思路清晰，善于思考，能独立分析和解决问题；10、有设计数据、搜索、推荐系统的经验最佳。** 我们能提供什么 **- 有竞争力的薪酬福利- 轻松活泼的工程师氛围- 零食咖啡无限量供应- 弹性的工作、扁平化管理- 开发设备随意选购- 五险一金、年底双薪\r\n\t\t\t\t\t\t","0人","https://www.liepin.com/job/196727639.shtml"
"来安路686号",,"银行","招商银行信用卡中心","10000人以上","国内上市公司","信息技术部","数据可视化工程师","24-54万","昨天","无","不限","统招本科","任职资格： 1、具有网页前端展现能力，掌握CSS,Javascript, HTML5等技术 2、熟悉jQuery ，熟悉UI/图表类库，熟悉不同浏览器在可视化上的差异 3、具有良好的美感，对数据可视化设计有较深的认识，有创意和想法，能化数据为图像 4、具备良好的沟通能力和团队合作 工作职责： 1、负责理解和分析业务对信息展示的需求 2、负责设计、编码、测试可视化图形用户界面，以展示大数据平台中的各类数据 \r\n\t\t\t\t\t\t","0人","https://www.liepin.com/job/197554164.shtml"
"武汉市江岸区台北路91号",,"房地产开发/建筑/建材/工程","武汉工业控股集团有限公司","10000人以上","国有企业","信息化工作部","信息管理","8-10万","昨天","无","计算机、信息管理相关专业","统招本科","岗位职责：1、为集团公司各部门、各平台、各生产企业信息系统推广提供技术支持和服务；2、制定公司信息化管理制度、制定信息化标准规范，建立公司信息化评价体系、制定全员信息化培训计划；3、系统建设过程中负责协调联络集团公司、各部门、各平台和各供应商，保证项目的正常开展；4、负责文档管理工作，各门户网站的信息审批和发布工作。任职要求：1、全日制本科及以上学历，计算机、信息管理相关专业；2、3年以上相关岗位工作经历；3、有较强沟通能力、学习能力和文字书写功底；4、从事过信息系统（如OA，网站等）管理工作者优先考虑。\r\n\t\t\t\t\t\t","0人","https://www.liepin.com/job/195844809.shtml"
"湖北省武汉楚汉街",,"百货/批发/零售","万达商业管理有限公司武汉分公司","10000人以上","私营·民营企业","人事行政部","人事行政助理","3-4万","2017-02-23","无","不限","本科及以上","1、员工考勤及休假管理，社保、公积金缴纳及办理, 2、固定资产购置及管理, 会议管理, 员工活动及培训的开展3、员工宿舍管理，档案管理任职要求：1、全日制本科（含）以上学历，人力资源、劳动经济、企业管理专业优先。2、熟悉当地劳动及社会保障法律法规，了解办理流程，具备公文写作知识、进销存管理知识、商业保险知识，熟知集团及总部发布的各类行政管理要求3、2年以上大型企业人力资源工作经验，熟悉劳动法规及用人政策4、优秀的执行力、协调沟通能力，严谨细致\r\n\t\t\t\t\t\t","0人","https://www.liepin.com/job/197379521.shtml"
"光谷创业街73号武汉留学生创业园C栋3116",,"仪器/仪表/工业自动化/电气","库柏特   库柏特科技","1-49人","私营·民营企业","销售部","销售助理","5-7万","2017-03-08","无","不限","统招本科","岗位职责：1、负责客户的报价及订单跟踪管理；2、负责销售管理系统的相关数据的录入管理及相关销售数据的统计分析；3、负责销售合同的拟定、评审及传递，及对合同供应双方信息真实性、有效性进行审核；4、负责销售项目进度的跟进及汇报反馈工作；5、协助进行客户的接待工作；6、协助销售人员进行市场信息统计及筛选；7、完成部门经理交办的其他工作。任职要求：1、大专及以上学历；2、两年以上销售助理岗位工作经验，有自动化类工作经验者优先考虑；3、具有较强的沟通、协调能力，懂业务流程，学习能力强；4、具备较强的团队合作、协调能力；5、具有较强的文案和数据处理能力，能熟练使用Word、Excel等办公软件，熟悉ERP系统；\r\n\t\t\t\t\t\t","0人","https://www.liepin.com/job/197823411.shtml"
"上海普陀区中江路388弄6号新城控股大厦A座15F",,"房地产开发/建筑/建材/工程","新城控股集团住宅开发事业部","2000-5000人","国内上市公司","武汉公司","人事主管","面议","昨天","人力资源经理","不限","本科及以上","一、岗位职责薪酬福利管理：1）负责执行公司总部统一的薪酬制度与方案。2）办理员工养老、医疗、失业、生育、住房公积金等各类保险，负责相应费用的流转及工资、保险等凭证的相关汇总保管工作。3）负责考勤统计，并将信息及时反馈相关人员，编制员工考勤月报表。4）负责审核员工通讯和私车公用补贴申请，办理流转手续，建立相关台账。员工关系管理：1）负责与员工签订劳动合同、岗位协议，建立台账，并及时办理续签、更改等相关手续。2）办理员工的入职、转正、调岗、任免、调薪、离职等手续。3）负责解答员工各类人事咨询。4）了解新员工入职后的动向，为新员工提供入职帮助。5）负责及时更新员工花名册、员工通讯录、人事系统。6）负责员工访谈工作，定期访谈公司员工，并完成访谈报表，反馈员工动态并进行疏导。员工绩效管理：1）维护人事系统考核方案、考核关系、考核权限的更新。2）监控绩效计划填报、考核的过程，并做好提醒和监督。3）接待员工的绩效申诉，并负责协调处理。4）建立员工绩效信息档案，搜集整理存档员工绩效信息。5）对绩效考核的实施进行定期评估。6）协助人事任免前的考评，为公司人事任免提供参考依据。二、任职资格1、全日制本科毕业。2、人力资源管理工作5年以上，从事房地产行业人力资源管理工作满2年。3、熟悉人力资源管理及组织管理理论知识；精通薪酬与绩效相关理论及实务操作；全面掌握国家关于社保及其他福利政策。\r\n\t\t\t\t\t\t","0人","https://www.liepin.com/job/197692146.shtml"
"东西湖区东西湖大道/一清路(路口)",,"房地产开发/建筑/建材/工程","武汉舵落口","500-999人","国有企业","办公室","行政经理","12-22万","2017-03-01","党委书记","不限","统招本科","岗位职责：1、负责文字材料的起草，审核；2、负责机要档案的整理、保管及日常使用工作；3、负责会议的组织、安排以及会议纪要、记录的整理；4、负责对内、对外关系的协调；5、重要的商务合作及谈判的接待工作；6、其他领导安排的工作。要求：1、良好的组织能力、文字表达能力、公关协调能力；2、有处理突发事件的能力；3、熟练办公软件的应用；4、35岁以上，有10年以上行政工作经验，5年以上经理或办公室主任岗位管理经验；5、有大中型国企相关工作经验者优先。\r\n\t\t\t\t\t\t","5人","https://www.liepin.com/job/197196081.shtml"
"北京市望京阜通东大街12号宝能中心B座10层",,"互联网/移动互联网/电子商务","Growingio","100-499人","私营·民营企业","市场运营","电话销售主管","12-24万","2017-03-09","无","不限","大专及以上","岗位职责:组建电话销售团队并参与团队建设;定期召开会议并对团队的成员进行一对一的培训指导;团队规章制度建立，团队日常事务管理；激励团队成员，挖掘员工潜力，打造高绩效团队;积极主动和团队成员沟通，发现问题解决问题。任职条件:至少 3 年以上相关电话销售的经验;较强的团队合作能力;具备较强的学习能力和优秀的沟通能力;具有团队管理经验者优先。\r\n\t\t\t\t\t\t","0人","https://www.liepin.com/job/194591145.shtml"
"湘江道与阿里山大街交口东行50米",,"机械制造/机电/重工","冀凯河北机电科技有限公司","1000-2000人","国内上市公司","办公室"," 国外公司总经理","24-36万","2017-03-05","无","不限","本科及以上","岗位职责：1、根据集团公司发展战略及经营理念， 主持领导国外公司的日常经营管理工作；2、组织实施公司各阶段经营管理计划及经营目标，监督检查公司机制运行状况，确保整个产业公司经营体系的健康发展及各项目标的成功实现；3、建立健全公司组织结构，加强企业文化及员工队伍建设，积极推动各项改革创新，不断全面提高员工素质及企业管理水平；4、贯彻实施集团公司各项管理制度，严格把控企业经营风险，制定必要的的监督保障和促进措施，不断提高企业内部管控及市场应变能力； 薪资：基本工资（20000-30000）+绩效奖+年终奖任职要求：1、充分认同企业文化和经营理念，具有强烈的事业心和责任感，具有强烈的创业意识和创新精神 ；2、诚实守信，勤奋努力，具有高度的团队合作精神和工作激情，具有较强的执行力、领导力以及良好的沟通协调能力、统筹规划能力；3、年龄45岁以下，本科及以上学历，制造业相关专业优先考虑；十年以上实体企业管理经验，具有带领团队在公司治理、改革创新等方面取得良好经营效益的成功实战经验。福利标准：1、接收应届生户口、档案；2、公司为员工缴纳五险一金；3、免费提供早餐、午餐，均采取自助餐形式4、班车接送，三条班车路线免费接送；5、每年定期体检，保证员工健康；6、每季度发放福利产品，免费发放劳保用品；7、公司设有带薪年休假、事假、病假、婚假、丧假、产假等多种假期；8、公司为每位员工过生日时发放生日蛋糕。\r\n\t\t\t\t\t\t","0人","https://www.liepin.com/job/197660234.shtml"
"北京市海淀区中关村软件园2A楼2101",,"计算机软件","北京捷通华声科技股份有限公司","100-499人","私营·民营企业","人力资源部","行政助理（前 台）","6-10万","1小时前","无","不限","统招本科","职位描述： 1.协助进行人事招聘、员工关系、人事相关工作；2.协助跟进新员工入职培训工作；3.协助在职员工的面谈、工作交流的记录、整理和提交；4.就人事相关工作提出有效建议，并协助起草、计划和制定；5.完成后上级交办的任务。任职资格： 1.学历要求：  -国家统招本科及以上学历。2.能力要求：  -具有很强的激励、沟通、协调及团队领导能力，具有很强的责任心和事业心。  -能够快速了解业务，使得人事工作能够与业务需求有机结合；  -沟通能力良好，文字表达能力及写作能力强；   -性格开朗，仪表端庄，工作认真负责，手脚麻利；  -逻辑思维能力强，工作条理比较强，能承受一定的工作压力；  -做事认真，熟练使用office办公软件。3.素质要求：  -工作踏实，态度积极，能够承受工作压力；  -责任心强，正直诚实，值得信赖。优先考虑：1.北京市常住户口。\r\n\t\t\t\t\t\t","0人","https://www.liepin.com/job/194327812.shtml"
"广州市天河区黄埔大道中219-223号二层(粤韵庭园)",,"互联网/移动互联网/电子商务","心怡科技物流","5000-10000人","私营·民营企业","管理执行委员会","运营管理专家","面议","1个月前","常委会","不限","硕士及以上","岗位工作内容：1.\t协助常委会，全面监控公司的一线运营中心经营与运作状况，并定期提供报告；2.\t对一线运营存在的问题，提出改善建议，优化业务流程，实现效率领先和成本最优；3.\t结合我司运营现状的实际，向常委会提出有效建议，通过技术的手段提升公司核心业务—仓库管理的绩效，帮助公司正确引进自动化，智能化的设备、设施和先进管理方法，确保公司在同行业中的领先地位；4.\t保持高度的行业敏感性，了解电商物流的最新发展方向和技术进展，为常委会的决策提供参考意见；5.\t定期走访运营现场，了解我司一线运营的真实状况；6.\t通过各种渠道，定期了解国内外物流资源的发展与变化状况及其成本构成和价格表现，包括仓库设施、运输服务、城市配送、快递服务等；7.\t参与重大物流项目引入过程的成本测算和运营方案设计工作；8.\t配合电商物流运营中心和综合物流运营中心其他项目的实施推进。岗位工作要求：1.\t研究生以上学历，28~32岁左右；2.\t物流管理、企业管理、自动化管理或同类相关专业毕业；3.\t具备3PL大客户项目实施经验，或与电商物流相关的行业从业经验；4.\t丰富的项目管理和带领团队经验。5.      8年以上大中型企业运营管理工作经验，其中不少于5年的团队管理经验，有咨询公司经验者优先，有第三方物流企业或互联网企业从业经验者优先，有主持过大型物流基础设计建设经验者优先。\r\n\t\t\t\t\t\t","0人","https://www.liepin.com/job/194968930.shtml"
"北京市海淀区信息路18号上地创新大厦三层",,"互联网/移动互联网/电子商务","星河互联集团有限公司","500-999人","私营·民营企业","星河互联","投资总监(VR)","面议","昨天","CEO ","不限","本科及以上","岗位职责：1、创建VR方向早期项目，对商业逻辑进行判断、投资热点的分析，寻找优秀的创业团队。行业本地化需求清单，内部资源匹配。协调资源帮助创建项目早期搭建；2、 寻找合适虚拟与现实及相关方向早期项目，对BP进行可行性研究，对团队以及项目进行判断，对项目进行尽调并投资。任职资格：1、熟悉互联网创业项目，具备大型互联网公司产品或运营总监及以上经验；2、国内外重点院校本科及以上学历，理工科相关专业；3、精通VR行业，具备VR早期投资成功案例或物联网相关创业经历者优先。聪明、勤奋。4、关注所投领域项目，有自己独到的判断； \r\n\t\t\t\t\t\t","5人","https://www.liepin.com/job/195780594.shtml"
"白云大道南695-697号金钟大厦309A室",,"食品/饮料/烟酒/日化","广州蔻斯汀个人护理用品有限公司","100-499人","私营·民营企业","微商部","微商运营总监","18-36万","57分钟前","总经理","不限","大专及以上","岗位职责：1、负责微信公众号运营推广，负责策划并执行微信营销日常活动及跟踪维护；根据公司项目制定的内容方向发布各种吸引力微信内容；2、负责制定微信运营策划，利用微信平台推广公司品牌、产品；3、负责微商招商工作的推进，指导公司旗下代理微商日常工作；4、组建运营团队，保证线上和线下的协调运作；5、深度了解互联网，尤其是微信的特点及资源，有效运用相关资源； 6、负责微商渠道总代理商或分销商的开发工作；            7、打造微商学院，不断发展微商教练与代理商。 任职资格：1、有2年以上知名微商产品全盘操作经验及做过化妆品类目的优先考虑；2、熟悉微信及自媒体相关活动模式，具备一定的撰写和演示PPT的能力；3、有较为稳定的微商渠道相关资源；4、有带领过类直销团队的经验优先。\r\n\t\t\t\t\t\t","20人","https://www.liepin.com/job/197513548.shtml"
"北京市东城区东直门南大街甲3号 居然大厦8层801",,"保险","友邦保险有限公司北京分公司东城长安营销服务部","2000-5000人","外商独资·外企办事处","长安营销服务部","寿险客户经理","10-14万","昨天","无","不限","大专及以上","职位要求(Requirements)：·年龄30-45周岁之间,大专及以上学历；·北京五年以上工作经历,过往年收入八万以上.有市场经验者优先；职位描述: 1. 协助客户分析财务状况，并制定全套保险/理财方案； 2. 为企业、集团、特定行业等提供团体保险的策划； 3. 为客户提供优质的个性化售后服务，协助他们实现家庭目标； 4. 招聘销售人员，进行人才筛选； 5. 管理销售团队，制定团队培训计划，完成销售任务；基本待遇：·免费培训：6天保险代理从业资格培训考试+10天体验式培训+3个月集中专业探索密集培训+9个月专业提升培训，一年后衔接相应级别对应培训；·10天体验培训期间给予1000培训津贴；·1-12个月提供佣金奖金以外的4000/月展业津贴；·佣金、各种奖金及意外医疗福利等。\r\n\t\t\t\t\t\t","0人","https://www.liepin.com/job/193768414.shtml"
"天津市王稳庄赛达高端金属工业园盛达五支路",,"房地产开发/建筑/建材/工程","中建钢构天津有限公司","10000人以上","国有企业","北方大区","EPC招投标","12-24万","前天","无","不限","统招本科","岗位职责：一、根据项目需求，完成工程招标、定标、投标工作，主要内容包括但不限于：完成招标文件、发标、答疑、回标、开标、询标、评标、定标等各阶段工作；1.细化和掌控每个招标工程时间节点，规划工程招标形式，组织召开招标策划会；2.根据招标策划要求，收集其他部门的招标资料，编制招标招标文件及工程量清单；3.整合招标文件、合同范本完成招标文件的会审工作；4.对投标单位所提疑义，牵头组织答疑、完成答疑文件的整合和审批；5.组织召开开标会，负责报价分析及评标工作，并据此完成定标报审以及定标审核阶段的疑问解答；6.负责完成招标资料收集、整理并在约定时间内组织归档。7. 项目成本核算与控制。二、工程合同1.根据招标成果，编制合同文本并在约定时间内报审合同；2.向工程部进行合同交底及合同执行阶段的疑问解答；三、工程核价1.合同履行过程中，未约定单价的大宗材料询价、议价、定价、报审；2.合同履行过程中，未约定综合单价的工作内容、核价、定价、报审；3.工程核价完毕后，资料收集、整理并在约定时间内组织归档。四、与工程招标相关的其他工作。任职要求：1、建筑类、工程管理或造价类专业毕业优先，本科及以上学历；较强的文字处理能力和沟通协调能力；2、3年以上招标组织、合同审核、工程预结算工作经验，熟悉房地产招标流程、合同管理，了解合同法等相关的法律知识；3、沟通协调、谈判、综合分析、信息收集、解决问题能力强，为人正直、诚信，有较强的责任心；4. 熟悉国家工程建设、合同管理方面的政策、法规，熟悉工程量清单与定额计价；5. 具备独立编制投标工程商务标书的能力。6. 从事过施工企业具体项目5万平米以上预结算管理，1年以上现场预算管理经验，对项目的成本控制、预决算、材料采购和合同风险防范有丰富的实际操作经验；7.熟练掌握办公系统及造价软件系统，能独立进行有关工程谈判、合同制定及招投标工作。8、有甲乙双方从业经验者优先；工作地址京津冀核心区域均有高薪岗位空缺\r\n\t\t\t\t\t\t","0人","https://www.liepin.com/job/197558009.shtml"
"朝阳区太阳宫中路8号冠捷大厦18层","C轮","电子商务","蜜芽宝贝","100-499人","中外合营(合资·合作)","技术部","Java研发","18-36万","昨天","无","不限","学历不限","职位描述1、负责公司商家POP平台开发、联营商家系统等相关系统日常开发维护； 2、核心功能的架构与代码模板编写，开发与维护系统公用核心模块。岗位要求： 1、具备3年以上的J2EE开发经验； 2、熟练使用常用的java 开源框架，如：spring mvc 、mybatis；3、了解和熟练运用 redis、memcached；4、熟练使用svn,git 版本管理软件；5、有具体的电商开发平台、供应链、商家系统等相关项目经验者优先；6、较强的自我学习能力和分析解决问题的能力，具备良好的文档编制习惯和代码书写规范。\r\n\t\t\t\t\t\t","0人","https://www.liepin.com/job/196499353.shtml"
"徐汇区上海平安大厦",,"互联网/移动互联网/电子商务","上海亿账通互联网科技有限公司","1000-2000人","私营·民营企业","互联网研发平台","数据管控架构师","面议","昨天","无","不限","本科及以上","岗位职责：1、数据管控：建设整个公司数据管控体系，制定数据管理制度、规范及实施流程，并跟进各业务条线的实施情况，加强数据管理在业务工作和应用系统中的实施落地2、数据治理：建设整个公司数据治理体系，包括数据架构、数据模型、数据质量等，从数据落地，到数据使用分析，再到数据输出的全流程的每一个环节提升数据质量，从而提升整个公司的大数据能力3、与法律合规部门紧密合作，保证公司2c,2b各个业务条线数据存储、传输、使用、提取、分析、输出符合相关法规要求，并从数据角度维护公司商业利益4、与信息安全部门机密合作，保证数据存储、传输、使用、提取、分析、输出安全性，并建立监控及风险管理相关系统与机制5、与商务智能团队内部数据架构、数据可视化、数据分析等各组紧密合作，提升数据质量，规划并规范基于大数据平台的数据集市、用户标签体系建设，提升整体部门效率和自动化程度应聘要求：1、本科以上学历，数学、统计学、计算机、电子信息技术等相关专业。2、5年以上数据管控、数据治理相关岗位经验，或者IT相关（数据分析、内控、信息安全等）咨询实施项目相关经验，有互联网或金融行业相关经验者优先，有大数据平台相关经验者优先3、有3~5人团队管理经验4、具有较强的原则性和执行能力；沟通协调能力强，较好地说服能力；良好的抗压的能力；责任心强，有积极主动的工作态度。5、熟悉SQL，熟悉Oracle、Mysql等数据库。有Hadoop, Hive, Spark等大数据工具使用经验者优先6、较强数据分析能力和数据敏感度，能够从数据中发现问题；具备处理和分析较大量级数据的能力。\r\n\t\t\t\t\t\t","0人","https://www.liepin.com/job/197881701.shtml"
"独墅湖高教区仁爱路99号西交大D栋",,"电子技术/半导体/集成电路","芯动科技","100-499人","私营·民营企业","行政","文秘、文案策划专员/总助","10-12万","昨天","无","不限","本科及以上","工作地点：武汉/苏州工作内容：1）根据公司市场和运营情况负责产品和企划设计广告、推广，发挥良好的团队意识和坚强执行力；2）快速组织语言，对内对外书写公文和科技类文档，制作优质PPT，负责企业文化期刊、客户渠道布局，网站新闻、广告宣传、展会材料设计、科技申报工作；3）通过各种渠道布局宣传和交流，对接展会，政府、客户和媒体，视情况处理政府科技项目申报和公共事务； 4）配合快速理解和完成上级交办的其它事项，维护和发扬企业文化。 任职资格：1）工程/新闻/市场/广告/文秘及工商管理等相关专业，本科及以上学历；2）熟练使用计算机办公应用软件，演讲、文档撰写能力突出；3）懂得战略思维和投放广告，能抓重点要点，市场导向，服务精神，有良好的沟通协调和中英文写作能力，善于策划和活跃公司文化；4）工作积极主动，理解和学习能力强，思维敏捷，办事高效，注重细节，热情大方，有良好的大局观和团队合作精神；善于抓住重点，结果导向。\r\n\t\t\t\t\t\t","0人","https://www.liepin.com/job/197503779.shtml"
"高新大道858号生物医药园二期B12栋",,"制药/生物工程","LEADPHARM","50-99人","国内上市公司","行政部","行政文员","4-6万","7小时前","无","不限","统招本科","岗位描述：1.负责访客、来宾的登记、接待、引见，对无关人员应阻挡在外； 2.负责电话、邮件、信函的收转发工作，做好工作信息的记录、整理、建档 ； 3.负责公司文件、通知的分发，做好分发记录并保存； 4.配合领导完成部分文件的打印、复印、文字工作 ； 5.负责管理前台办公用品及办公设备的清洁保养； 6.维护前台区域内的整洁，对公司内的报刊杂志、盆景植物的日常维护和保养； 7.执行公司考勤制度，负责员工的考勤记录汇总、外出登记，监督员工刷卡； 8.对工作中出现的各种问题及时汇报，提出工作改进意见； 9.完成领导交办的其他或临时工作。任职要求： 1、本科文化程度； 2、流利标准的普通话，语言热情丰富； 3、熟练操作office办公软件； 4、办事稳重、为人踏实、具有高度的服务意识，并善于建立良好的人际关系；\r\n\t\t\t\t\t\t","0人","https://www.liepin.com/job/196507481.shtml"
